,Cell,Timepoint,Drug,Conc,Rep,Count,Method,measured_by,Treatment_id,Condition
183,786-0,72h,PACLITAXEL,1000.0,1,19.30012724959098,XTT,LT,786-0_PACLITAXEL_72h_XTT_LT,786-0_72h_XTT_LT
184,786-0,72h,PALBOCICLIB,0.0,1,93.20123613888384,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
185,786-0,72h,PALBOCICLIB,0.1,1,105.6353390292674,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
186,786-0,72h,PALBOCICLIB,0.25,1,80.27631339756407,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
187,786-0,72h,PALBOCICLIB,0.5,1,82.4577349572805,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
188,786-0,72h,PALBOCICLIB,1.0,1,80.33084893655699,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
189,786-0,72h,PALBOCICLIB,2.5,1,69.9145609889111,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
190,786-0,72h,PALBOCICLIB,5.0,1,63.97018723868387,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
191,786-0,72h,PALBOCICLIB,10.0,1,40.53081257953099,XTT,LT,786-0_PALBOCICLIB_72h_XTT_LT,786-0_72h_XTT_LT
192,786-0,72h,PANOBINOSTAT,0.0,1,96.001523229246,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
193,786-0,72h,PANOBINOSTAT,5.0,1,88.95658796648895,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
194,786-0,72h,PANOBINOSTAT,10.0,1,87.6999238385377,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
195,786-0,72h,PANOBINOSTAT,25.0,1,46.1919268849962,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
196,786-0,72h,PANOBINOSTAT,50.0,1,48.36252856054837,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
197,786-0,72h,PANOBINOSTAT,100.0,1,39.6039603960396,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
198,786-0,72h,PANOBINOSTAT,250.0,1,23.43488194973343,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
199,786-0,72h,PANOBINOSTAT,500.0,1,15.28179741051028,XTT,LT,786-0_PANOBINOSTAT_72h_XTT_LT,786-0_72h_XTT_LT
200,786-0,72h,PD0325901,0.0,1,105.3804649286471,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
201,786-0,72h,PD0325901,0.05,1,93.2782007967324,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
202,786-0,72h,PD0325901,0.1,1,108.935505017397,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
203,786-0,72h,PD0325901,0.25,1,122.0362059401946,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
204,786-0,72h,PD0325901,0.5,1,107.4378498310726,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
205,786-0,72h,PD0325901,1.0,1,107.9521960566789,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
206,786-0,72h,PD0325901,2.5,1,65.4722404316474,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
207,786-0,72h,PD0325901,5.0,1,41.45025465180778,XTT,LT,786-0_PD0325901_72h_XTT_LT,786-0_72h_XTT_LT
208,786-0,72h,PIM447,0.0,1,99.19770773638967,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
209,786-0,72h,PIM447,1.0,1,106.8194842406877,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
210,786-0,72h,PIM447,2.5,1,100.7449856733524,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
211,786-0,72h,PIM447,5.0,1,72.5845272206304,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
212,786-0,72h,PIM447,10.0,1,81.31805157593122,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
213,786-0,72h,PIM447,15.0,1,39.88538681948424,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
214,786-0,72h,PIM447,20.0,1,17.02005730659026,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
215,786-0,72h,PIM447,25.0,1,1.065902578796561,XTT,LT,786-0_PIM447_72h_XTT_LT,786-0_72h_XTT_LT
216,786-0,72h,RAPAMYCIN,0.0,1,111.6736583248951,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
217,786-0,72h,RAPAMYCIN,2.5,1,93.86662809200058,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
218,786-0,72h,RAPAMYCIN,5.0,1,91.50875162736874,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
219,786-0,72h,RAPAMYCIN,10.0,1,84.49298423260522,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
220,786-0,72h,RAPAMYCIN,25.0,1,37.8562129321568,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
221,786-0,72h,RAPAMYCIN,50.0,1,45.59525531607117,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
222,786-0,72h,RAPAMYCIN,100.0,1,47.28771879068422,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
223,786-0,72h,RAPAMYCIN,250.0,1,48.47388977289165,XTT,LT,786-0_RAPAMYCIN_72h_XTT_LT,786-0_72h_XTT_LT
224,786-0,72h,RSL3,0.0,1,102.4284943335132,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
225,786-0,72h,RSL3,10.0,1,81.75930922827847,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
226,786-0,72h,RSL3,25.0,1,76.74042093901781,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
227,786-0,72h,RSL3,50.0,1,3.336751214247167,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
228,786-0,72h,RSL3,100.0,1,1.50728548300054,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
229,786-0,72h,RSL3,250.0,1,0.26082029141932,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
230,786-0,72h,RSL3,500.0,1,0.2338370210469509,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
231,786-0,72h,RSL3,1000.0,1,0.1528872099298435,XTT,LT,786-0_RSL3_72h_XTT_LT,786-0_72h_XTT_LT
232,786-0,72h,RUXOLITINIB,0.0,1,102.6154474867184,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
233,786-0,72h,RUXOLITINIB,1.0,1,139.7221087045361,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
234,786-0,72h,RUXOLITINIB,2.5,1,131.589701675521,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
235,786-0,72h,RUXOLITINIB,5.0,1,128.6473232529628,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
236,786-0,72h,RUXOLITINIB,10.0,1,125.2145484266449,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
237,786-0,72h,RUXOLITINIB,15.0,1,107.3559460563956,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
238,786-0,72h,RUXOLITINIB,20.0,1,123.4981610134859,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
239,786-0,72h,RUXOLITINIB,25.0,1,90.92766653044542,XTT,LT,786-0_RUXOLITINIB_72h_XTT_LT,786-0_72h_XTT_LT
240,786-0,72h,SCH772984,0.0,1,98.12070834839176,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
241,786-0,72h,SCH772984,0.05,1,98.77123238164076,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
242,786-0,72h,SCH772984,0.1,1,78.71340802312974,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
243,786-0,72h,SCH772984,0.25,1,73.19479580773401,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
244,786-0,72h,SCH772984,0.5,1,60.01084206722081,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
245,786-0,72h,SCH772984,1.0,1,77.79183230936032,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
246,786-0,72h,SCH772984,2.5,1,44.18684495843874,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
247,786-0,72h,SCH772984,5.0,1,36.2721358872425,XTT,LT,786-0_SCH772984_72h_XTT_LT,786-0_72h_XTT_LT
248,786-0,72h,SORAFENIB,0.0,1,99.19770773638967,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
249,786-0,72h,SORAFENIB,1.0,1,88.82521489971347,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
250,786-0,72h,SORAFENIB,2.5,1,77.4441260744986,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
251,786-0,72h,SORAFENIB,5.0,1,58.56733524355301,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
252,786-0,72h,SORAFENIB,10.0,1,33.26074498567336,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
253,786-0,72h,SORAFENIB,15.0,1,18.46991404011461,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
254,786-0,72h,SORAFENIB,20.0,1,18.91690544412607,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
255,786-0,72h,SORAFENIB,25.0,1,17.6676217765043,XTT,LT,786-0_SORAFENIB_72h_XTT_LT,786-0_72h_XTT_LT
256,786-0,72h,SPERMIDINE,0.0,1,107.4985689753864,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
257,786-0,72h,SPERMIDINE,0.5,1,97.71036061820264,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
258,786-0,72h,SPERMIDINE,1.0,1,118.1024613623354,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
259,786-0,72h,SPERMIDINE,2.5,1,116.9433314253005,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
260,786-0,72h,SPERMIDINE,5.0,1,115.1402404121351,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
261,786-0,72h,SPERMIDINE,10.0,1,12.0034344590727,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
262,786-0,72h,SPERMIDINE,25.0,1,0.0,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
263,786-0,72h,SPERMIDINE,50.0,1,0.0,XTT,LT,786-0_SPERMIDINE_72h_XTT_LT,786-0_72h_XTT_LT
264,786-0,72h,STAUROSPORINE,0.0,1,95.81857804412968,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
265,786-0,72h,STAUROSPORINE,5.0,1,100.5584309452465,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
266,786-0,72h,STAUROSPORINE,10.0,1,101.9885589757559,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
267,786-0,72h,STAUROSPORINE,25.0,1,90.75183873603922,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
268,786-0,72h,STAUROSPORINE,50.0,1,83.68292018523563,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
269,786-0,72h,STAUROSPORINE,100.0,1,63.70198855897576,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
270,786-0,72h,STAUROSPORINE,250.0,1,33.76736584037047,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
271,786-0,72h,STAUROSPORINE,500.0,1,13.1122309997276,XTT,LT,786-0_STAUROSPORINE_72h_XTT_LT,786-0_72h_XTT_LT
272,786-0,72h,TALAZOPARIB,0.0,1,99.19770773638967,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
273,786-0,72h,TALAZOPARIB,1.0,1,94.61318051575932,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
274,786-0,72h,TALAZOPARIB,2.5,1,88.88252148997134,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
275,786-0,72h,TALAZOPARIB,5.0,1,99.08309455587391,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
276,786-0,72h,TALAZOPARIB,10.0,1,68.82521489971347,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
277,786-0,72h,TALAZOPARIB,15.0,1,79.77077363896848,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
278,786-0,72h,TALAZOPARIB,20.0,1,81.48997134670486,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
279,786-0,72h,TALAZOPARIB,25.0,1,55.86819484240687,XTT,LT,786-0_TALAZOPARIB_72h_XTT_LT,786-0_72h_XTT_LT
280,786-0,72h,VENETOCLAX,0.0,1,95.81857804412968,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
281,786-0,72h,VENETOCLAX,1.0,1,104.3993462271861,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
282,786-0,72h,VENETOCLAX,2.5,1,104.5627894306729,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
283,786-0,72h,VENETOCLAX,5.0,1,97.45301007899754,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
284,786-0,72h,VENETOCLAX,10.0,1,104.276763824571,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
285,786-0,72h,VENETOCLAX,15.0,1,81.19041133206211,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
286,786-0,72h,VENETOCLAX,20.0,1,84.0915281939526,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
287,786-0,72h,VENETOCLAX,25.0,1,88.79052029419778,XTT,LT,786-0_VENETOCLAX_72h_XTT_LT,786-0_72h_XTT_LT
288,786-0,72h,VINCRISTINE,0.0,1,98.38294744579198,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
289,786-0,72h,VINCRISTINE,2.5,1,87.2914369717016,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
290,786-0,72h,VINCRISTINE,5.0,1,85.15251745681735,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
291,786-0,72h,VINCRISTINE,10.0,1,87.57809628812936,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
292,786-0,72h,VINCRISTINE,25.0,1,70.41528849687614,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
293,786-0,72h,VINCRISTINE,50.0,1,37.30246233002572,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
294,786-0,72h,VINCRISTINE,100.0,1,31.57662624035281,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
295,786-0,72h,VINCRISTINE,250.0,1,38.80926130099228,XTT,LT,786-0_VINCRISTINE_72h_XTT_LT,786-0_72h_XTT_LT
296,786-0,72h,5-AZACITIDINE,0.0,2,97.76297001427892,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
297,786-0,72h,5-AZACITIDINE,0.25,2,108.4721561161352,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
298,786-0,72h,5-AZACITIDINE,0.5,2,125.3212755830557,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
299,786-0,72h,5-AZACITIDINE,1.0,2,91.48024750118992,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
300,786-0,72h,5-AZACITIDINE,2.5,2,86.95859114707284,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
301,786-0,72h,5-AZACITIDINE,5.0,2,78.05806758686342,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
302,786-0,72h,5-AZACITIDINE,10.0,2,51.2613041408853,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
303,786-0,72h,5-AZACITIDINE,20.0,2,48.07234650166588,XTT,LT,786-0_5-AZACITIDINE_72h_XTT_LT,786-0_72h_XTT_LT
304,786-0,72h,FLUOROURACIL,0.0,2,99.73778427714184,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
305,786-0,72h,FLUOROURACIL,1.0,2,107.8765569058544,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
306,786-0,72h,FLUOROURACIL,2.5,2,69.5728909283445,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
307,786-0,72h,FLUOROURACIL,5.0,2,58.72623670011598,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
308,786-0,72h,FLUOROURACIL,10.0,2,51.61615652261611,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
309,786-0,72h,FLUOROURACIL,15.0,2,51.96409661640865,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
310,786-0,72h,FLUOROURACIL,20.0,2,31.26922495083455,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
311,786-0,72h,FLUOROURACIL,25.0,2,24.77938581009531,XTT,LT,786-0_FLUOROURACIL_72h_XTT_LT,786-0_72h_XTT_LT
312,786-0,72h,ADAVOSERTIB,0.0,2,107.5440828940193,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
313,786-0,72h,ADAVOSERTIB,0.05,2,78.8038538447555,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
314,786-0,72h,ADAVOSERTIB,0.1,2,90.9107435011816,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
315,786-0,72h,ADAVOSERTIB,0.25,2,96.30976186147971,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
316,786-0,72h,ADAVOSERTIB,0.5,2,54.97182330485366,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
317,786-0,72h,ADAVOSERTIB,1.0,2,43.42664970005453,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
318,786-0,72h,ADAVOSERTIB,2.5,2,36.51699690965279,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
319,786-0,72h,ADAVOSERTIB,5.0,2,37.22050536266133,XTT,LT,786-0_ADAVOSERTIB_72h_XTT_LT,786-0_72h_XTT_LT
320,786-0,72h,ALISERTIB,0.0,2,99.51430113329737,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
321,786-0,72h,ALISERTIB,10.0,2,80.41014570966001,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
322,786-0,72h,ALISERTIB,25.0,2,81.1117107393416,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
323,786-0,72h,ALISERTIB,50.0,2,72.15326497571506,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
324,786-0,72h,ALISERTIB,100.0,2,59.03939557474367,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
325,786-0,72h,ALISERTIB,250.0,2,58.71559633027523,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
326,786-0,72h,ALISERTIB,500.0,2,63.14085267134376,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
327,786-0,72h,ALISERTIB,1000.0,2,72.69293038316243,XTT,LT,786-0_ALISERTIB_72h_XTT_LT,786-0_72h_XTT_LT
328,786-0,72h,AXITINIB,0.0,2,96.03596240294236,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
329,786-0,72h,AXITINIB,0.25,2,130.1593788312219,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
330,786-0,72h,AXITINIB,0.5,2,126.4814058030241,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
331,786-0,72h,AXITINIB,1.0,2,132.6522272170004,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
332,786-0,72h,AXITINIB,2.5,2,125.7458111973845,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
333,786-0,72h,AXITINIB,5.0,2,127.2578667756436,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
334,786-0,72h,AXITINIB,10.0,2,124.887617490805,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
335,786-0,72h,AXITINIB,20.0,2,87.41315897016753,XTT,LT,786-0_AXITINIB_72h_XTT_LT,786-0_72h_XTT_LT
336,786-0,72h,BOSUTINIB,0.0,2,96.03596240294236,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
337,786-0,72h,BOSUTINIB,0.25,2,143.318348998774,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
338,786-0,72h,BOSUTINIB,0.5,2,136.3710666121781,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
339,786-0,72h,BOSUTINIB,1.0,2,110.8704536166734,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
340,786-0,72h,BOSUTINIB,2.5,2,94.209235798937,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
341,786-0,72h,BOSUTINIB,5.0,2,91.17286473232528,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
342,786-0,72h,BOSUTINIB,10.0,2,83.24478953821003,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
343,786-0,72h,BOSUTINIB,20.0,2,24.80179812014712,XTT,LT,786-0_BOSUTINIB_72h_XTT_LT,786-0_72h_XTT_LT
344,786-0,72h,CABOZANTINIB,0.0,2,96.72484134179513,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
345,786-0,72h,CABOZANTINIB,0.1,2,103.7284678150499,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
346,786-0,72h,CABOZANTINIB,0.25,2,98.66273798730737,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
347,786-0,72h,CABOZANTINIB,0.5,2,93.69900271985496,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
348,786-0,72h,CABOZANTINIB,1.0,2,96.72484134179513,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
349,786-0,72h,CABOZANTINIB,2.5,2,32.78445149592022,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
350,786-0,72h,CABOZANTINIB,5.0,2,29.36763372620127,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
351,786-0,72h,CABOZANTINIB,10.0,2,24.75067996373527,XTT,LT,786-0_CABOZANTINIB_72h_XTT_LT,786-0_72h_XTT_LT
352,786-0,72h,CRIZOTINIB,0.0,2,96.72484134179513,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
353,786-0,72h,CRIZOTINIB,0.25,2,109.7121486854034,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
354,786-0,72h,CRIZOTINIB,0.5,2,111.5820489573889,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
355,786-0,72h,CRIZOTINIB,1.0,2,110.8000906618314,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
356,786-0,72h,CRIZOTINIB,2.5,2,107.8082502266546,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
357,786-0,72h,CRIZOTINIB,5.0,2,104.4764279238441,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
358,786-0,72h,CRIZOTINIB,7.5,2,69.1908431550317,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
359,786-0,72h,CRIZOTINIB,10.0,2,29.0650498640073,XTT,LT,786-0_CRIZOTINIB_72h_XTT_LT,786-0_72h_XTT_LT
360,786-0,72h,CURCUMIN,0.0,2,99.73778427714184,XTT,LT,786-0_CURCUMIN_72h_XTT_LT,786-0_72h_XTT_LT
361,786-0,72h,CURCUMIN,1.0,2,89.1634309918814,XTT,LT,786-0_CURCUMIN_72h_XTT_LT,786-0_72h_XTT_LT
362,786-0,72h,CURCUMIN,2.5,2,123.3674549947053,XTT,LT,786-0_CURCUMIN_72h_XTT_LT,786-0_72h_XTT_LT
363,786-0,72h,CURCUMIN,5.0,2,105.2896979476577,XTT,LT,786-0_CURCUMIN_72h_XTT_LT,786-0_72h_XTT_LT
364,786-0,72h,CURCUMIN,10.0,2,64.8378800867329,XTT,LT,786-0_CURCUMIN_72h_XTT_LT,786-0_72h_XTT_LT
365,786-0,72h,CURCUMIN,15.0,2,13.95844889314709,XTT,LT,786-0_CURCUMIN_72h_XTT_LT,786-0_72h_XTT_LT
366,786-0,72h,CURCUMIN,20.0,2,7.650143714386566,XTT,LT,786-0_CURCUMIN_72h_XTT_LT,786-0_72h_XTT_LT
