,Cell,Timepoint,Drug,Conc,Rep,Count,Method,measured_by,Treatment_id,Condition
22709,TE671,72h,BAFETINIB,0.0,3,96.06300200787524,Trypan Blue,LT,TE671_BAFETINIB_72h_Trypan Blue_LT,TE671_72h_Trypan Blue_LT
22710,TE671,72h,BAFETINIB,1.0,3,67.71654846456855,Trypan Blue,LT,TE671_BAFETINIB_72h_Trypan Blue_LT,TE671_72h_Trypan Blue_LT
22711,TE671,72h,BAFETINIB,2.5,3,28.34646354330794,Trypan Blue,LT,TE671_BAFETINIB_72h_Trypan Blue_LT,TE671_72h_Trypan Blue_LT
22712,TE671,72h,BAFETINIB,5.0,3,15.748031968503994,Trypan Blue,LT,TE671_BAFETINIB_72h_Trypan Blue_LT,TE671_72h_Trypan Blue_LT
22713,TE671,72h,BAFETINIB,10.0,3,1.5748031968503995,Trypan Blue,LT,TE671_BAFETINIB_72h_Trypan Blue_LT,TE671_72h_Trypan Blue_LT
22714,TE671,72h,BAFETINIB,20.0,3,0.0,Trypan Blue,LT,TE671_BAFETINIB_72h_Trypan Blue_LT,TE671_72h_Trypan Blue_LT
22715,A549,72h,BAFETINIB,0.0,3,88.5416666810677,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22716,A549,72h,BAFETINIB,0.25,3,73.95833333924479,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22717,A549,72h,BAFETINIB,0.5,3,78.12500000976563,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22718,A549,72h,BAFETINIB,1.0,3,111.45833331393229,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22719,A549,72h,BAFETINIB,2.5,3,73.95833333924479,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22720,A549,72h,BAFETINIB,5.0,3,60.41666667755208,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22721,A549,72h,BAFETINIB,10.0,3,44.79166667559896,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22722,A549,72h,BAFETINIB,20.0,3,4.1666666675208335,Trypan Blue,AM,A549_BAFETINIB_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22723,H1299,72h,BAFETINIB,0.0,3,100.00000075,Trypan Blue,AM,H1299_BAFETINIB_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22724,H1299,72h,BAFETINIB,5.0,3,101.42857076071428,Trypan Blue,AM,H1299_BAFETINIB_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22725,H1299,72h,BAFETINIB,10.0,3,85.71428664285715,Trypan Blue,AM,H1299_BAFETINIB_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22726,H1299,72h,BAFETINIB,20.0,3,60.00000045,Trypan Blue,AM,H1299_BAFETINIB_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22727,HT-29,72h,BAFETINIB,0.0,3,99.99999875000002,Trypan Blue,AM,HT-29_BAFETINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22728,HT-29,72h,BAFETINIB,1.0,3,106.77965866525427,Trypan Blue,AM,HT-29_BAFETINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22729,HT-29,72h,BAFETINIB,2.5,3,71.1864401101695,Trypan Blue,AM,HT-29_BAFETINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22730,HT-29,72h,BAFETINIB,5.0,3,44.06779644915255,Trypan Blue,AM,HT-29_BAFETINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22731,HT-29,72h,BAFETINIB,10.0,3,22.03389772457628,Trypan Blue,AM,HT-29_BAFETINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22732,HT-29,72h,BAFETINIB,20.0,3,18.644067766949156,Trypan Blue,AM,HT-29_BAFETINIB_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22733,SW-480,72h,BAFETINIB,0.0,3,119.52190910358568,Trypan Blue,AM,SW-480_BAFETINIB_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22734,SW-480,72h,BAFETINIB,1.0,3,113.94421914541836,Trypan Blue,AM,SW-480_BAFETINIB_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22735,SW-480,72h,BAFETINIB,2.5,3,98.80478025896416,Trypan Blue,AM,SW-480_BAFETINIB_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22736,SW-480,72h,BAFETINIB,5.0,3,86.85258934860559,Trypan Blue,AM,SW-480_BAFETINIB_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22737,SW-480,72h,BAFETINIB,10.0,3,77.29083642031873,Trypan Blue,AM,SW-480_BAFETINIB_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22738,SW-480,72h,BAFETINIB,20.0,3,69.32270848007968,Trypan Blue,AM,SW-480_BAFETINIB_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22739,HCT-116,72h,BAFETINIB,0.0,3,99.40828250887576,Trypan Blue,AM,HCT-116_BAFETINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22740,HCT-116,72h,BAFETINIB,0.5,3,78.10650782840239,Trypan Blue,AM,HCT-116_BAFETINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22741,HCT-116,72h,BAFETINIB,1.0,3,55.62130116568048,Trypan Blue,AM,HCT-116_BAFETINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22742,HCT-116,72h,BAFETINIB,2.5,3,60.35502909467456,Trypan Blue,AM,HCT-116_BAFETINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22743,HCT-116,72h,BAFETINIB,5.0,3,24.85207062721894,Trypan Blue,AM,HCT-116_BAFETINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22744,HCT-116,72h,BAFETINIB,10.0,3,22.4852066627219,Trypan Blue,AM,HCT-116_BAFETINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22745,HCT-116,72h,BAFETINIB,20.0,3,8.284023575739647,Trypan Blue,AM,HCT-116_BAFETINIB_72h_Trypan Blue_AM,HCT-116_72h_Trypan Blue_AM
22746,MCF-7,72h,BAFETINIB,0.0,3,110.41667055208336,Trypan Blue,AM,MCF-7_BAFETINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22747,MCF-7,72h,BAFETINIB,1.0,3,118.75000059375,Trypan Blue,AM,MCF-7_BAFETINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22748,MCF-7,72h,BAFETINIB,5.0,3,165.62500082812502,Trypan Blue,AM,MCF-7_BAFETINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22749,MCF-7,72h,BAFETINIB,10.0,3,147.91667073958337,Trypan Blue,AM,MCF-7_BAFETINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22750,MCF-7,72h,BAFETINIB,20.0,3,127.08333063541666,Trypan Blue,AM,MCF-7_BAFETINIB_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22751,SK-BR-3,72h,BAFETINIB,0.0,3,88.88888333333375,Trypan Blue,LT,SK-BR-3_BAFETINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22752,SK-BR-3,72h,BAFETINIB,1.0,3,112.82049153846312,Trypan Blue,LT,SK-BR-3_BAFETINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22753,SK-BR-3,72h,BAFETINIB,2.5,3,105.98289205128307,Trypan Blue,LT,SK-BR-3_BAFETINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22754,SK-BR-3,72h,BAFETINIB,5.0,3,102.56409230769306,Trypan Blue,LT,SK-BR-3_BAFETINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22755,SK-BR-3,72h,BAFETINIB,10.0,3,94.01708294871877,Trypan Blue,LT,SK-BR-3_BAFETINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22756,SK-BR-3,72h,BAFETINIB,20.0,3,70.08546474359014,Trypan Blue,LT,SK-BR-3_BAFETINIB_72h_Trypan Blue_LT,SK-BR-3_72h_Trypan Blue_LT
22757,SiHa,72h,BAFETINIB,0.0,3,108.6206886422414,Trypan Blue,AM,SiHa_BAFETINIB_72h_Trypan Blue_AM,SiHa_72h_Trypan Blue_AM
22758,SiHa,72h,BAFETINIB,5.0,3,96.55172279310344,Trypan Blue,AM,SiHa_BAFETINIB_72h_Trypan Blue_AM,SiHa_72h_Trypan Blue_AM
22759,SiHa,72h,BAFETINIB,10.0,3,55.17241331034484,Trypan Blue,AM,SiHa_BAFETINIB_72h_Trypan Blue_AM,SiHa_72h_Trypan Blue_AM
22760,SiHa,72h,BAFETINIB,20.0,3,6.896551613793105,Trypan Blue,AM,SiHa_BAFETINIB_72h_Trypan Blue_AM,SiHa_72h_Trypan Blue_AM
22761,C33A,72h,BAFETINIB,0.0,3,89.99999955,Trypan Blue,AM,C33A_BAFETINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22762,C33A,72h,BAFETINIB,0.25,3,91.42857054285716,Trypan Blue,AM,C33A_BAFETINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22763,C33A,72h,BAFETINIB,2.5,3,125.71428937142856,Trypan Blue,AM,C33A_BAFETINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22764,C33A,72h,BAFETINIB,5.0,3,87.14285656428572,Trypan Blue,AM,C33A_BAFETINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22765,C33A,72h,BAFETINIB,20.0,3,17.142856914285716,Trypan Blue,AM,C33A_BAFETINIB_72h_Trypan Blue_AM,C33A_72h_Trypan Blue_AM
22766,786-0,72h,BAFETINIB,0.0,3,98.26504246473976,Hoechst,AM,786-O_BAFETINIB_72h_Hoechst_AM,786-O_72h_Hoechst_AM
22767,786-0,72h,BAFETINIB,0.25,3,122.55444811838316,Hoechst,AM,786-O_BAFETINIB_72h_Hoechst_AM,786-O_72h_Hoechst_AM
22768,786-0,72h,BAFETINIB,1.0,3,135.32668882029898,Hoechst,AM,786-O_BAFETINIB_72h_Hoechst_AM,786-O_72h_Hoechst_AM
22769,786-0,72h,BAFETINIB,2.5,3,124.40014771866,Hoechst,AM,786-O_BAFETINIB_72h_Hoechst_AM,786-O_72h_Hoechst_AM
22770,786-0,72h,BAFETINIB,5.0,3,110.07751941651162,Hoechst,AM,786-O_BAFETINIB_72h_Hoechst_AM,786-O_72h_Hoechst_AM
22771,786-0,72h,BAFETINIB,10.0,3,113.0306386169546,Hoechst,AM,786-O_BAFETINIB_72h_Hoechst_AM,786-O_72h_Hoechst_AM
22772,786-0,72h,BAFETINIB,20.0,3,93.02325582395348,Hoechst,AM,786-O_BAFETINIB_72h_Hoechst_AM,786-O_72h_Hoechst_AM
22773,ACHN,72h,BAFETINIB,0.0,3,89.5522396716418,Trypan Blue,AM,ACHN_BAFETINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22774,ACHN,72h,BAFETINIB,1.0,3,129.85075097388062,Trypan Blue,AM,ACHN_BAFETINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22775,ACHN,72h,BAFETINIB,2.5,3,105.97015079477616,Trypan Blue,AM,ACHN_BAFETINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22776,ACHN,72h,BAFETINIB,5.0,3,105.97015079477616,Trypan Blue,AM,ACHN_BAFETINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22777,ACHN,72h,BAFETINIB,10.0,3,80.59701560447762,Trypan Blue,AM,ACHN_BAFETINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22778,ACHN,72h,BAFETINIB,20.0,3,52.23880639179105,Trypan Blue,AM,ACHN_BAFETINIB_72h_Trypan Blue_AM,ACHN_72h_Trypan Blue_AM
22779,SK-OV-3,72h,BAFETINIB,0.0,3,101.17646918313726,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22780,SK-OV-3,72h,BAFETINIB,0.25,3,131.999997478,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22781,SK-OV-3,72h,BAFETINIB,0.5,3,138.11764397698042,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22782,SK-OV-3,72h,BAFETINIB,1.0,3,136.7058792772157,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22783,SK-OV-3,72h,BAFETINIB,2.5,3,105.88235088235297,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22784,SK-OV-3,72h,BAFETINIB,5.0,3,109.6470571817255,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22785,SK-OV-3,72h,BAFETINIB,10.0,3,88.47058702525491,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22786,SK-OV-3,72h,BAFETINIB,20.0,3,76.4705872572549,Hoechst,AM,SK-OV-3_BAFETINIB_72h_Hoechst_AM,SK-OV-3_72h_Hoechst_AM
22787,BT-474,72h,BAFETINIB,0.0,3,93.50837249075232,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22788,BT-474,72h,BAFETINIB,0.25,3,127.69905317701146,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22789,BT-474,72h,BAFETINIB,0.5,3,109.03327291164486,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22790,BT-474,72h,BAFETINIB,1.0,3,103.73865483584623,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22791,BT-474,72h,BAFETINIB,2.5,3,101.94386492386012,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22792,BT-474,72h,BAFETINIB,5.0,3,107.5974420310728,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22793,BT-474,72h,BAFETINIB,10.0,3,96.46977002550342,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22794,BT-474,72h,BAFETINIB,20.0,3,69.18901516860653,Hoechst,AM,BT-474_BAFETINIB_72h_Hoechst_AM,BT-474_72h_Hoechst_AM
22795,A431,72h,BAFETINIB,0.0,3,105.78512398677684,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22796,A431,72h,BAFETINIB,0.25,3,115.70247928553717,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22797,A431,72h,BAFETINIB,0.5,3,107.43801648657023,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22798,A431,72h,BAFETINIB,1.0,3,89.25619833884298,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22799,A431,72h,BAFETINIB,2.5,3,125.61983468429752,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22800,A431,72h,BAFETINIB,5.0,3,105.78512398677684,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22801,A431,72h,BAFETINIB,10.0,3,125.61983468429752,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22802,A431,72h,BAFETINIB,20.0,3,19.83471073752066,Trypan Blue,AM,A431_BAFETINIB_72h_Trypan Blue_AM,A431_72h_Trypan Blue_AM
22803,HepG2,72h,BAFETINIB,0.0,3,102.8909977617533,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22804,HepG2,72h,BAFETINIB,0.25,3,116.6934486370511,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22805,HepG2,72h,BAFETINIB,0.5,3,118.15734912194338,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22806,HepG2,72h,BAFETINIB,1.0,3,108.11920303270112,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22807,HepG2,72h,BAFETINIB,2.5,3,76.54086418685279,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22808,HepG2,72h,BAFETINIB,5.0,3,61.06539309305984,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22809,HepG2,72h,BAFETINIB,10.0,3,50.60898252008776,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22810,HepG2,72h,BAFETINIB,20.0,3,24.25884894518725,Hoechst,AM,HepG2_BAFETINIB_72h_Hoechst_AM,HepG2_72h_Hoechst_AM
22811,SW-620,72h,BAFETINIB,0.0,3,103.84615384948074,Trypan Blue,AM,SW-620_BAFETINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22812,SW-620,72h,BAFETINIB,1.0,3,138.4615384593077,Trypan Blue,AM,SW-620_BAFETINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22813,SW-620,72h,BAFETINIB,2.5,3,96.1538461535192,Trypan Blue,AM,SW-620_BAFETINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22814,SW-620,72h,BAFETINIB,5.0,3,130.76923076934614,Trypan Blue,AM,SW-620_BAFETINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22815,SW-620,72h,BAFETINIB,10.0,3,53.84615384573076,Trypan Blue,AM,SW-620_BAFETINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22816,SW-620,72h,BAFETINIB,20.0,3,11.538461537942307,Trypan Blue,AM,SW-620_BAFETINIB_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22817,HCT-116,72h,R406,0.0,3,95.30201476510074,Trypan Blue,LT,HCT-116_R406_72h_Trypan Blue_LT,HCT-116_72h_Trypan Blue_LT
22818,HCT-116,72h,R406,0.5,3,110.06710550335528,Trypan Blue,LT,HCT-116_R406_72h_Trypan Blue_LT,HCT-116_72h_Trypan Blue_LT
22819,HCT-116,72h,R406,1.0,3,97.98658489932926,Trypan Blue,LT,HCT-116_R406_72h_Trypan Blue_LT,HCT-116_72h_Trypan Blue_LT
22820,HCT-116,72h,R406,2.5,3,64.42953322147666,Trypan Blue,LT,HCT-116_R406_72h_Trypan Blue_LT,HCT-116_72h_Trypan Blue_LT
22821,HCT-116,72h,R406,5.0,3,56.375842818792144,Trypan Blue,LT,HCT-116_R406_72h_Trypan Blue_LT,HCT-116_72h_Trypan Blue_LT
22822,HCT-116,72h,R406,10.0,3,37.58389187919459,Trypan Blue,LT,HCT-116_R406_72h_Trypan Blue_LT,HCT-116_72h_Trypan Blue_LT
22823,HCT-116,72h,R406,20.0,3,20.134231006711552,Trypan Blue,LT,HCT-116_R406_72h_Trypan Blue_LT,HCT-116_72h_Trypan Blue_LT
22824,SW-480,72h,R406,0.0,3,116.799998832,Trypan Blue,AM,SW-480_R406_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22825,SW-480,72h,R406,1.0,3,116.799998832,Trypan Blue,AM,SW-480_R406_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22826,SW-480,72h,R406,2.5,3,105.599998944,Trypan Blue,AM,SW-480_R406_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22827,SW-480,72h,R406,5.0,3,70.39999929600002,Trypan Blue,AM,SW-480_R406_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22828,SW-480,72h,R406,10.0,3,105.599998944,Trypan Blue,AM,SW-480_R406_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22829,SW-480,72h,R406,20.0,3,63.99999936,Trypan Blue,AM,SW-480_R406_72h_Trypan Blue_AM,SW-480_72h_Trypan Blue_AM
22830,SW-620,72h,R406,0.0,3,106.557377,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22831,SW-620,72h,R406,0.25,3,129.5081967,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22832,SW-620,72h,R406,0.5,3,106.557377,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22833,SW-620,72h,R406,1.0,3,124.5901639,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22834,SW-620,72h,R406,2.5,3,78.68852459,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22835,SW-620,72h,R406,5.0,3,50.81967213,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22836,SW-620,72h,R406,10.0,3,40.98360656,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22837,SW-620,72h,R406,20.0,3,31.14754098,Trypan Blue,AM,SW-620_R406_72h_Trypan Blue_AM,SW-620_72h_Trypan Blue_AM
22838,HT-29,72h,R406,0.0,3,115.38461855769226,Trypan Blue,AM,HT-29_R406_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22839,HT-29,72h,R406,1.0,3,74.72527406593407,Trypan Blue,AM,HT-29_R406_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22840,HT-29,72h,R406,2.5,3,87.91208690109892,Trypan Blue,AM,HT-29_R406_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22841,HT-29,72h,R406,5.0,3,71.42857010714289,Trypan Blue,AM,HT-29_R406_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22842,HT-29,72h,R406,10.0,3,38.46153751923078,Trypan Blue,AM,HT-29_R406_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22843,HT-29,72h,R406,20.0,3,42.85714246428572,Trypan Blue,AM,HT-29_R406_72h_Trypan Blue_AM,HT-29_72h_Trypan Blue_AM
22844,A549,72h,R406,0.0,3,79.99999960000001,Trypan Blue,AM,A549_R406_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22845,A549,72h,R406,1.0,3,67.42857066285715,Trypan Blue,AM,A549_R406_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22846,A549,72h,R406,2.5,3,63.99999968,Trypan Blue,AM,A549_R406_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22847,A549,72h,R406,5.0,3,65.14285667428572,Trypan Blue,AM,A549_R406_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22848,A549,72h,R406,10.0,3,39.999999800000005,Trypan Blue,AM,A549_R406_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22849,A549,72h,R406,20.0,3,21.71428589142857,Trypan Blue,AM,A549_R406_72h_Trypan Blue_AM,A549_72h_Trypan Blue_AM
22850,H1299,72h,R406,0.0,3,94.936709,Trypan Blue,AM,H1299_R406_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22851,H1299,72h,R406,1.0,3,78.481013,Trypan Blue,AM,H1299_R406_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22852,H1299,72h,R406,2.5,3,62.025316,Trypan Blue,AM,H1299_R406_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22853,H1299,72h,R406,5.0,3,62.025316,Trypan Blue,AM,H1299_R406_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22854,H1299,72h,R406,10.0,3,55.696203,Trypan Blue,AM,H1299_R406_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22855,H1299,72h,R406,20.0,3,55.696203,Trypan Blue,AM,H1299_R406_72h_Trypan Blue_AM,H1299_72h_Trypan Blue_AM
22856,MCF-7,72h,R406,0.0,3,96.61835820772949,Trypan Blue,AM,MCF-7_R406_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22857,MCF-7,72h,R406,1.0,3,102.41546128019326,Trypan Blue,AM,MCF-7_R406_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22858,MCF-7,72h,R406,2.5,3,116.90821146135264,Trypan Blue,AM,MCF-7_R406_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22859,MCF-7,72h,R406,5.0,3,80.19323800241547,Trypan Blue,AM,MCF-7_R406_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22860,MCF-7,72h,R406,10.0,3,86.95652308695654,Trypan Blue,AM,MCF-7_R406_72h_Trypan Blue_AM,MCF-7_72h_Trypan Blue_AM
22861,SK-BR-3,72h,R406,0.0,3,101.34999999999998,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22862,SK-BR-3,72h,R406,0.25,3,102.22,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22863,SK-BR-3,72h,R406,0.5,3,91.21,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22864,SK-BR-3,72h,R406,1.0,3,93.91,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22865,SK-BR-3,72h,R406,2.5,3,115.56,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22866,SK-BR-3,72h,R406,5.0,3,97.39,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22867,SK-BR-3,72h,R406,10.0,3,82.03,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22868,SK-BR-3,72h,R406,20.0,3,90.53,Hoechst,AM,SK-BR-3_R406_72h_Hoechst_AM,SK-BR-3_72h_Hoechst_AM
22869,SH-SY5Y,72h,R406,0.0,3,108.1081135135142,Trypan Blue,LT,SH-SY5Y_R406_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22870,SH-SY5Y,72h,R406,0.5,3,91.8919014864877,Trypan Blue,LT,SH-SY5Y_R406_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
22871,SH-SY5Y,72h,R406,1.0,3,104.05411300676415,Trypan Blue,LT,SH-SY5Y_R406_72h_Trypan Blue_LT,SH-SY5Y_72h_Trypan Blue_LT
